,VPN Usage (hours per week),SIM Card Changes,Trading Accounts,Recharge Frequency,Dependents,Streaming Services,Payment Delay of Streaming Services (per year),Family Defaulters,Smart Cards,Medical Bills,Default in GST filing (per quarter),Antivirus Subscriptions,Shopping Behavior (returns per month),Utility Bills (per month),Registered Vehicles,Registered Vehicles Challan (per year),Certificates,Licenses,Insurances,FDs Dissolved,International Transactions,Public Memberships,Pet Bills (per year),Accounts,UPI Failures
2436,9.07,1.0,1.0,2.0,3.0,1.0,3.0,1.0,2.0,14632.6,0.0,1.0,1.0,7875.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,0.0,18482.6,1.0,42.0
2437,10.08,2.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,10559.1,1.0,1.0,0.0,13188.0,0.0,0.0,1.0,2.0,2.0,0.0,7.0,0.0,19789.2,4.0,19.0
2438,1.06,1.0,2.0,2.0,1.0,3.0,2.0,4.0,3.0,17198.3,1.0,0.0,0.0,8705.0,0.0,0.0,0.0,1.0,2.0,0.0,12.0,0.0,14030.4,2.0,16.0
2439,9.02,2.0,2.0,2.0,5.0,1.0,2.0,3.0,3.0,11234.0,1.0,2.0,0.0,6239.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,12549.0,1.0,36.0
2440,8.29,0.0,1.0,0.0,1.0,1.0,3.0,0.0,3.0,10750.1,1.0,1.0,1.0,9579.0,1.0,1.0,1.0,0.0,1.0,0.0,19.0,0.0,13120.9,1.0,24.0
2441,9.05,1.0,3.0,1.0,1.0,4.0,4.0,4.0,3.0,5647.0,1.0,1.0,1.0,8783.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,33892.8,3.0,19.0
2442,9.158804893493652,2.0,4.0,0.0,5.0,1.0,0.0,4.0,4.0,8015.8,1.0,1.0,0.0,10578.0,1.0,1.0,1.0,1.0,0.0,1.0,19.0,0.0,42915.7,3.0,25.0
2443,2.3,1.0,3.0,1.0,5.0,1.0,3.0,1.0,3.0,7745.1,1.0,1.0,0.0,7519.0,0.0,0.0,0.0,1.0,1.0,1.0,10.0,0.0,26178.9,2.0,28.0
2444,4.58,1.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,2044.2,0.0,0.0,1.0,13302.0,0.0,1.0,1.0,1.0,2.0,0.0,8.0,0.0,51636.8,2.0,38.0
2445,12.55,2.0,1.0,1.0,7.0,3.0,4.0,3.0,1.0,8524.9,1.0,2.0,0.0,11928.0,0.0,0.0,1.0,2.0,1.0,0.0,7.0,0.0,28829.1,4.0,34.0
2446,6.68,1.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,8781.6,0.0,1.0,1.0,18694.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,57144.1,3.0,26.0
2447,7.47,1.0,2.0,1.0,2.0,3.0,5.0,5.0,2.0,11309.3,0.0,1.0,2.0,12070.0,0.0,1.0,0.638556957244873,1.0,2.0,1.0,12.0,0.0,59826.9,5.0,41.0
2448,7.03,1.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,7757.9,0.0,0.0,0.0,19490.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,41154.7,3.0,29.0
2449,10.34,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,11321.3,1.0,0.0,1.0,16870.0,1.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,15065.6,3.0,18.0
2450,5.62,1.0,1.0,2.0,7.0,3.0,2.0055956840515137,3.0,3.0,5049.0,1.0,0.0,1.0,17496.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17194.1,2.0,24.0
2451,2.63,2.0,2.0,2.0,2.0,3.0,1.0,3.0,4.0,1432.7,1.0,1.0,0.0,6453.0,0.0,0.0,0.0,1.0,0.0,2.0,11.0,0.0,4789.1,2.0,32.0
2452,6.91,1.0,2.0,2.0,2.0,3.0,1.0,5.0,3.0,9911.8,1.0,1.0,0.0,14889.0,1.0,2.0,1.0,1.0,2.0,1.0,15.0,0.0,23001.2,1.0,45.0
2453,10.5,1.0,1.0,0.0,6.0,4.0,1.0,4.0,1.0,6228.0,1.0,1.0,1.0,24941.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,2776.9,1.0,42.0
2454,13.54,1.0,2.0,1.0,1.0,2.0,4.0,2.0,3.0,4632.2,1.0,2.0,0.0,15275.0,0.0,0.0,0.0,1.0,1.0,1.0,27.0,0.0,9231.6,1.0,11.0
2455,2.17,1.0,2.0,1.0,3.0,1.0,2.0,3.0,3.0,11965.5,0.0,1.0,0.0,8872.0,1.0,1.0,2.0,0.0,0.0,0.0,12.0,0.0,28773.5,0.0,24.0
2456,11.58,1.0,3.0,1.0,3.0,2.0,3.0,5.0,2.0,17242.4,1.0,2.0,1.0,17097.0,0.0,0.0,0.0,1.0,3.0,2.0,4.0,0.0,3229.7,4.0,46.0
2457,2.57,1.0,2.0,1.0,4.0,2.0,3.0,0.0,1.0,11595.6,1.0,1.0,0.0,16016.0,1.0,0.0,1.0,0.0,1.0,0.0,13.0,0.0,23383.5,0.0,21.0
2458,6.41,1.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,13983.1,0.0,1.0,1.0,5052.0,1.0,1.0,2.0,0.0,0.0,0.0,6.0,0.0,52547.3,1.0,16.0
2459,1.2,1.0,2.0,1.0,3.0,4.0,1.0,2.0,3.0,20330.4,1.0,1.0,1.0,14225.0,1.0,1.0,1.0,1.0,0.0,0.0,14.0,0.0,21191.7,4.0,4.0
2460,13.45,2.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,9204.0,1.0,0.0,1.0,10125.0,0.0,0.0,1.0,2.0,3.0,0.0,17.0,0.0,53203.1,4.0,19.0
2461,10.25,1.0,1.0,1.0,3.0,4.0,3.0,4.0,1.0,9451.4,1.0,2.0,0.0,6215.0,1.0,0.0,1.0,2.0,1.0,1.0,4.0,0.0,79351.0,3.0,26.0
2462,6.81,1.0,3.0,1.0,3.0,3.0,1.0,0.0,3.0,6096.9,1.0,0.0,0.0,5719.0,1.0,1.0,0.0,1.0,0.0,1.0,18.0,0.0,26963.1,2.0,43.0
2463,6.9,1.0,2.0,0.0,4.0,3.0,1.0,2.0,2.0,10588.1,0.0,1.0,1.0,5910.0,1.0,0.0,0.0,1.0,1.0,1.0,8.0,0.0,10518.1,4.0,27.0
2464,9.52,1.0,4.0,2.0,2.0,2.0,2.0,0.0,4.0,13096.4,0.0,1.0,0.0,11825.0,1.0,0.0,0.0,1.0,1.0,2.0,37.0,1.0,50402.7,2.0,24.0
2465,3.1,1.0,1.0,1.0,1.0,2.0,0.0,7.0,5.0,6696.5,0.0,1.0,0.0,3374.0,1.0,1.0,1.0,0.0,2.0,1.0,3.0,0.0,33553.9,1.0,27.0
2466,4.1,2.0,1.0,1.0,2.0,4.0,1.0,4.0,3.0,6821.7,0.0,1.0,0.0,21375.0,0.0,0.0,0.0,2.0,2.0,0.0,13.0,0.0,54131.7,0.0,19.0
2467,12.16,2.0,0.0,1.0,4.0,2.0,2.0,3.0,3.0,11543.0,1.0,2.0,0.0,15809.0,1.0,1.0,0.0,2.0,0.0,0.0,4.0,0.0,35411.0,2.0,20.0
2468,4.92,1.0,1.0,1.0,3.0,2.0,2.0,0.0,3.0,16559.1,1.0,1.0,0.0,8758.0,1.0,0.0,1.0,1.0,1.0,0.0,11.0,0.0,61401.9,5.0,18.0
2469,10.49,3.0,1.0,2.0,4.0,2.0,0.0,3.0,3.0,12879.4,0.0,1.0,1.0,5277.0,1.0,1.0,1.0,1.0,2.0,1.0,30.0,0.0,17194.1,1.0,28.0
2470,5.22,1.0,1.0,2.0,3.0,1.0,4.0,1.0,4.0,18028.1,1.0,1.0,0.0,14269.0,0.0,1.0,1.0,0.0,2.0,0.0,12.649319648742676,0.0,30760.1,0.0,30.0
2471,3.07,2.0,0.0,1.0,4.0,2.0,2.0,1.0,3.0,9156.2,1.0,0.0,1.0,10097.0,0.0,0.0,1.0,1.0,0.0,1.0,8.0,0.0,15410.3,1.0,27.0
2472,13.18,1.0,1.0,1.0,3.0,2.0,2.0,3.0,4.0,6355.9,0.0,1.0,0.0,17316.0,0.0,0.0,0.0,0.0,3.0,1.0,5.0,0.0,14105.1,2.0,50.0
2473,13.22,1.0,3.0,2.0,1.0,4.0,1.0,0.0,2.0,10397.9,1.0,0.0,1.0,13740.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,17768.8,5.0,8.0
2474,9.16,2.0,2.0,1.0,3.0,2.0,1.0,3.0,4.0,20840.9,0.0,0.0,0.0,9794.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,0.0,52241.0,4.0,54.0
2475,7.74,1.0,1.0,2.0,7.0,2.0,1.0,4.0,4.0,13841.7,1.0,0.0,1.0,4297.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,46148.5,3.0,36.0
2476,8.63,1.0,1.0,2.0,1.0,2.427157163619995,4.0,1.0,4.0,9768.8,1.0,1.0,1.0,20148.0,0.0,0.0,2.0,0.0,0.0,1.0,8.0,0.0,52701.9,1.0,11.0
2477,7.21,2.0,1.0,2.0,5.0,2.0,2.0,0.0,3.0,17267.8,0.0,1.0,1.0,13395.0,0.0,1.0,0.0,0.0,0.0,1.0,13.0,0.0,54346.1,3.0,26.0
2478,10.86,2.0,0.0,1.0,2.0,2.5938720703125,0.0,2.0,2.0,5858.0,0.0,1.0,0.0,8822.0,0.0,1.0,0.0,1.0,3.0,0.0,13.0,0.0,14012.6,1.0,31.0
2479,10.83,2.0,3.0,1.0,1.0,4.0,1.0,4.0,3.0,13403.5,0.0,1.0,0.0,11473.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,64903.9,4.0,10.0
2480,11.71,1.0,2.0,2.0,3.0,1.0,0.0,3.0,3.0,8640.3,0.0,0.0,1.0,14945.0,1.0,0.0,0.0,2.0,1.0,1.0,26.0,0.0,38791.0,3.0,23.0
2481,8.34,0.0,2.0,2.0,5.0,3.0,2.0,1.0,2.0,17653.8,0.0,1.0,0.0,3807.0,1.0,0.0,1.0,2.0,1.0,0.0,3.0,0.0,39634.9,3.0,3.0
2482,11.45,4.0,2.0,1.0,3.0,2.0,1.0,4.0,2.0,3161.5,1.0,2.0,1.0,5637.0,0.0,0.0,0.0,1.0,0.0,1.0,16.0,0.0,55621.0,2.0,36.0
2483,4.26,1.0,1.0,3.0,2.0,3.0,1.0,4.0,2.0,12841.9,0.0,2.0,1.0,12480.0,1.0,1.0,1.0,1.0,1.0,2.0,19.0,0.0,49327.7,1.0,40.0
2484,1.5,0.0,2.0,2.0,0.0,3.0,2.0,3.0,2.0,18857.0,1.0,0.0,1.0,19831.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,40396.4,2.0,16.0
2485,9.61,1.0,1.0,1.0,6.0,1.0,3.0,1.0,4.0,3992.3,1.0,1.0,1.0,12115.0,0.0,1.0,1.0,1.0,2.0,0.0,5.0,0.0,32219.1,2.0,13.0
2486,3.41,2.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,16002.6,0.0,1.0,1.0,3798.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,15373.8,1.0,37.0
2487,8.61,1.0,1.0,1.0,6.0,3.0,3.0,1.0,2.7442209720611572,3659.7,1.0,2.0,1.0,9671.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,0.0,64488.4,1.0,17.0
2488,10.42,1.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,7927.3,2.0,1.0,0.0,11263.0,1.0,0.0,1.0,2.0,1.0,1.0,13.0,1.0,61783.7,3.0,23.0
2489,7.2,1.0,0.0,2.0,2.0,3.0,2.0,2.0,1.0,10208.7,1.0,0.0,0.0,8265.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,51191.3,5.0,41.0
2490,1.96,1.1836791038513184,0.0,2.0,0.0,1.0,3.0,0.0,3.0,6003.5,1.0,1.0,1.0,10285.0,0.0,0.0,1.0,1.0,2.0,1.0,19.0,0.0,21136.3,0.0,16.0
2491,12.9,0.0,3.0,1.0,2.0,2.0,1.6589630842208862,1.0,3.0,14409.6,2.0,2.0,1.0,13444.0,0.0,1.0,0.0,0.0,2.0,1.0,14.0,0.0,32327.8,2.0,3.0
2492,1.94,0.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,8775.2,0.0,1.0,0.0,6250.0,0.4253639578819275,1.0,0.0,1.0,0.0,0.0,20.0,0.0,80180.8,4.0,22.0
2493,13.29,1.0,2.0,2.0,4.0,3.0,4.0,2.0,3.0,11307.9,1.0,1.0,0.0,11978.0,1.0,0.0,1.0,1.0,2.0,1.0,8.0,1.0,64313.0,2.0,16.0
2494,2.22,1.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,7219.8,1.0,1.0,1.0,19159.0,1.0,0.0,1.0,1.0,2.0,1.0,15.0,-0.0016340436413884163,13855.3,2.0,2.0
2495,10.59,0.0,3.0,2.0,1.0,2.0,1.0,3.0,3.0,1301.8,0.0,1.0,0.0,10436.0,2.0,0.0,1.0,1.0,0.0,1.0,5.0,0.0,1131.3,2.0,1.0
2496,13.8,1.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,5567.0,0.0,0.0,1.0,10079.0,0.0,0.0,1.0,1.0,2.0,0.0,4.0,0.0,33849.9,3.0,16.0
2497,13.34,2.0,2.0,1.0,4.0,5.0,1.0,3.0,2.0,13463.7,1.0,2.0,1.0,19957.0,0.0,1.0,0.0,0.0,2.0,1.0,19.0,0.0,39383.6,1.0,21.0
2498,13.03,1.0,2.0,2.0,2.0,2.0,1.6715317964553833,3.0,2.0,11263.0,0.0,2.0,1.0,13198.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,0.0,42836.7,2.0,5.0
2499,12.82,1.0,0.0,2.0,1.0,2.0,5.0,1.0,3.0,8711.1,1.0,2.0,0.0,13252.0,1.0,0.0,1.0,1.0,1.0,0.0,13.0,0.0,75124.3,2.0,25.0
2500,8.22,1.0,2.0,2.0,4.0,2.0,4.0,7.0,2.0,15940.3,1.0,1.0,0.0,7649.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,42148.9,1.0,25.0
2501,8.68,1.0,1.0,2.0,1.0,3.0,1.0,3.0,3.0,7206.9,0.0,1.0,1.0,10783.0,1.0,0.0,0.0,0.0,3.0,0.0,15.0,0.0,34713.9,4.0,21.0
2502,9.31,2.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,11185.3,1.0,0.0,1.0,9979.0,1.0,1.0,1.0,0.0,1.0,0.0,21.0,0.0,5449.7,2.0,27.0
2503,13.09,2.0,3.0,3.0,2.0,3.0,0.0,1.0,2.0,8007.9,1.0,0.0,0.0,5621.0,0.0,1.0,0.0,2.0,0.0,1.0,4.0,0.0,104126.7,2.0,24.0
2504,12.01,1.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,9822.9,0.0,0.0,0.0,19227.0,0.0,1.0,0.0,1.0,1.0,1.0,17.0,0.0,13907.7,4.0,17.0
2505,11.2,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,117.2,0.0,1.0,1.0,15445.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,20605.6,2.0,51.0
2506,9.91,2.0,1.0,1.0,3.0,3.0,5.0,1.0,2.0,5246.3,0.0,1.0,1.0,3407.0,1.0,1.0,0.0,0.0,1.0,1.0,8.0,0.0,17904.3,3.0,16.0
2507,9.3,2.0,1.0,2.0,4.0,1.0,1.0,0.0,2.0,7111.2,1.0,1.0,0.0,9226.0,1.0,0.0,0.0,2.0,1.0,0.0,9.0,0.0,19318.8,0.0,56.0
2508,13.74,1.0,2.0,1.0,0.0,3.0,4.0,3.0,1.0,10217.6,1.0,1.0,2.0,5752.0,1.0,0.0,0.0,0.0,2.0,0.0,22.0,0.0,57547.2,3.0,32.0
2509,4.79,1.0,0.0,2.0,2.0,3.0,3.0,1.0,3.0,6932.6,0.0,1.0,0.0,11148.0,0.0,1.0,1.0,0.0,1.0,0.0,8.0,0.0,41932.3,3.0,2.0
2510,4.79,2.0,2.0,1.0,4.0,1.0,2.0,5.0,3.0,2800.6,1.0,0.0,2.0,11115.0,0.0,0.0,1.0,0.0,1.0,1.0,13.0,0.0,28753.2,1.0,7.0
2511,16.47,2.0,3.0,2.0,3.0,4.0,2.0,4.0,2.0,15133.9,1.0,2.0,0.0,6324.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,22472.8,5.0,14.0
2512,8.64,2.0,2.0,0.0,1.0,4.0,1.0,0.0,2.0,9386.4,0.0,1.0,1.0,16030.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,8935.3,2.0,34.0
2513,7.95,2.0,0.0,1.0,2.0,1.0,0.0,3.0,2.0,11438.4,0.0,1.0,1.0,6563.0,1.0,1.0,1.0,2.0,1.0,0.0,15.0,0.0,64029.5,3.0,10.0
2514,12.21,1.0,2.0,1.0,4.0,2.0,3.0,2.0,3.0,14083.1,0.0,0.8400488495826721,1.0,16581.0,0.0,1.0,1.0,1.0,1.0,1.0,18.0,0.0,10100.9,2.0,56.0
2515,12.2,1.0,2.0,1.0,3.0,3.0,1.0,2.0,3.0,8753.2,0.0,1.0,1.0,3149.0,0.0,1.0,0.0,1.0,1.0,0.0,25.0,0.0,17401.1,4.0,31.0
2516,4.57,1.0,3.0,2.0,4.0,2.0,1.0,2.0,3.0,12148.0,0.0,1.0,1.0,20862.0,1.0,1.0,0.0,0.0,0.0,0.606727659702301,9.0,0.0,53174.2,5.0,7.0
2517,4.52,1.0,0.0,1.0,3.0,3.0,0.0,2.0,2.0,7303.9,0.0,0.0,1.0,5428.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,0.0,12553.5,1.0,28.0
2518,11.37,0.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,5353.8,1.0,2.0,1.0,10362.0,1.0,0.0,1.0,1.0,2.0,1.0,6.0,0.0,29350.5,5.0,15.0
2519,11.23,2.0,2.0,1.0,1.0,4.0,3.0,5.0,3.0,19783.0,1.0,1.0,1.0,4476.0,1.0,0.0,1.0,3.0,1.0,0.0,14.0,0.0,16991.1,0.0,8.0
2520,5.21,0.0,2.0,1.0,3.0,1.0,2.0,4.0,3.0,10612.3,1.0,0.0,0.0,22018.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,20272.2,2.0,17.0
2521,12.06,0.0,2.0,1.0,0.0,2.0,4.0,3.0,2.0,6620.7,1.0,0.0,2.0,10642.0,1.0,0.0,1.0,1.0,3.0,1.0,6.0,0.0,37490.6,3.0,48.0
2522,7.92,1.0,2.0,1.0,2.0,4.0,3.0,2.0,3.0,11377.8,0.0,0.8707953095436096,1.0,18282.0,1.0,0.0,1.0,0.0,4.0,1.0,5.0,0.0,23155.4,5.0,20.0
2523,7.82,2.0,0.0,2.0,2.0,2.0,1.0,2.0,3.0,6631.0,0.7428299784660339,0.0,0.0,13608.0,1.0,2.0,1.0,1.0,1.0,1.0,6.0,0.0,30229.6,2.0,0.0
2524,16.79,1.0,2.0,1.0,1.0,3.0,3.0,2.0,4.0,21376.1,1.0,1.0,1.0,5526.0,0.0,1.0,1.0,0.0,3.0,1.0,26.0,0.0,3134.7,1.0,16.0
2525,8.3,1.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,9416.2,1.0,1.0,0.6741276979446411,6833.0,0.0,1.0,0.0,1.0,1.0,1.0,5.0,0.0,69377.8,1.0,50.0
2526,3.97,2.0,1.0,2.0,6.0,2.0,0.0,3.0,2.0,10824.2,1.0,0.0,1.0,18457.0,0.0,1.0,0.0,1.0,2.0,0.0,10.0,0.0,45492.0,3.0,5.0
2527,5.86,1.0,2.0,1.0,4.0,1.0,0.0,1.0,4.0,11042.8,2.0,0.0,1.0,7147.0,0.0,0.0,1.0,1.0,1.0,1.0,15.0,0.0,32584.4,2.0,55.0
2528,6.45,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,19947.6,0.0,1.0,0.0,4781.0,0.0,1.0,0.0,1.0,1.0,2.0,8.0,0.0,50384.5,5.0,11.0
2529,14.98,2.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,10201.4,1.0,1.0,1.0,10162.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,32306.673828125,2.0,42.0
2530,5.68,1.0,1.0,1.0,4.0,2.0,4.0,0.0,3.0,13951.5,0.0,0.0,1.0,20678.0,0.0,1.0,1.0,1.0,1.0,0.0,7.0,0.0,30571.8,2.0,37.0
2531,7.43,2.0,0.0,2.0,3.0,3.0,2.0,3.0,1.0,7947.8,1.0,1.0,1.0,8046.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,29806.2,2.0,8.0
2532,10.77,1.0,3.0,2.0,3.0,3.0,1.0,2.0,2.3190789222717285,8694.0,0.0,1.0,2.0,24384.0,0.0,1.0,1.0,1.0,1.1134229898452759,1.0,8.0,0.0,72820.7,1.0,32.0
2533,5.79,1.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,10727.4,1.0,1.0,0.0,6194.0,1.0,0.0,0.0,1.0,4.0,0.0,9.0,0.0,20375.6,4.0,4.0
2534,10.2,1.0,2.0,1.0,3.0,2.0,2.0,4.0,3.0,683.8,2.0,1.0,2.0,9396.0,1.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,24436.6,1.0,31.0
2535,4.99,1.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,6334.2,1.0,1.0,1.0,6996.0,0.0,0.0,2.0,1.0,2.0,0.0,6.0,0.0,71906.4,1.0,46.0
2536,5.42,1.0,1.0,2.0,3.0,3.0,4.0,1.0,3.0,6635.8,0.0,1.0,1.0,19326.0,1.0,0.0,1.0,1.0,3.0,0.0,6.0,0.0,49607.5,1.0,29.0
2537,16.86,2.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,7596.9,0.0,0.0,1.0,7788.0,1.0,0.0,0.0,0.0,1.0,2.0,5.0,0.0,28197.2,4.0,30.0
2538,6.81,2.0,1.0,2.0,4.0,3.0,1.0,0.0,1.0,11817.1,0.0,1.0,1.0,11380.0,1.0,1.0,0.0,1.0,0.0,0.0,20.0,0.0,3745.8,4.0,49.0
2539,10.52,2.0,1.0,1.0,1.0,4.0,1.0,2.0,4.0,7435.4,1.0,1.0,0.0,5826.0,1.0,0.0,1.0,1.0,0.0,1.0,24.0,0.0,14824.6,1.0,20.0
2540,12.04,1.0,2.0,2.0,4.0,2.0,3.0,1.0,2.0,7623.7,1.0,1.0,0.0,12895.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,77787.9,4.0,31.0
2541,6.58,2.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,3196.3,0.0,1.0,1.0,11373.0,1.0,0.0,0.0,2.0,1.0,1.0,11.0,0.0,26042.3,1.0,44.0
2542,6.69,1.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,11601.3,1.0,0.0,1.0,6747.0,1.0,1.0,0.0,1.0,0.0,1.0,25.0,0.0,53306.4,3.0,26.0
2543,11.07,2.0,2.0,2.0,5.0,3.0,3.0,3.0,3.0,15075.6,0.0,1.0,0.0,18675.0,0.0,0.0,1.0,1.0,1.1215074062347412,1.0,25.0,-0.004066608380526304,10118.3,3.0,41.0
2544,9.18,2.0,0.0,1.0,3.0,3.0,2.0,2.0,5.0,8664.4,1.0,1.0,1.0,3704.0,0.0,1.0,1.0,1.0,2.0,1.0,13.0,0.0,24783.1,4.0,24.0
2545,6.74,1.0,1.0,1.0,1.0,3.0,2.0,1.0,4.0,12249.1,0.0,1.0,1.0,7956.0,0.0,0.0,0.0,2.0,1.0,0.0,14.0,0.0,41867.5,2.0,40.0
2546,10.76,0.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,841.5,0.0,1.0,0.0,5811.0,0.0,1.0,1.0,1.0,1.0,1.0,11.785155296325684,0.0,50435.9,3.0,12.0
2547,12.45,1.0,0.0,2.0,5.0,3.0,1.0,2.0,4.0,9308.5,1.0,1.0,1.0,4969.0,0.0,1.0,1.0,1.0,1.0,1.0,31.0,0.0,51476.2,2.0,22.0
2548,5.33,1.0,4.0,1.0,2.0,3.0,1.0,1.0,4.0,11836.9,0.0,0.0,1.0,8417.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,39941.3,1.0,30.0
2549,1.28,1.0,1.0,1.0,2.0,2.0,0.0,3.0,2.0,14167.2,0.0,2.0,0.0,19800.0,0.0,1.0,1.0,1.0,2.0,1.0,8.0,0.0,60757.5,2.0,17.0
2550,5.79,2.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,8784.3,1.0,1.0,0.0,3115.0,1.0,1.0,0.0,0.0,2.0,1.0,8.0,0.0,86446.0,5.0,20.0
2551,9.89,1.0,0.0,2.0,5.0,3.0,2.0,2.0,2.0,9148.0,1.0,2.0,2.0,14814.0,1.0,0.0,0.0,1.0,2.0,1.0,12.0,0.0,91349.0,5.0,63.0
2552,13.55,0.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,2407.1,2.0,1.0,0.7920606136322021,7167.0,1.0,0.0,0.0,1.0,3.0,0.0,16.0,0.0,42267.7,3.0,37.0
2553,12.43,1.0,1.0,2.0,2.0,3.0,4.0,2.0,2.0,3929.4,1.0,1.0,1.0,2599.0,1.0,1.0,1.0,2.0,2.0,0.0,9.0,0.0,46724.2,2.0,38.0
2554,5.17,2.0,0.0,1.0,1.0,2.0,2.0,3.0,3.0,2444.3,0.0,1.0,1.0,16154.0,1.0,1.0,1.0,0.0,1.0,0.0,5.0,0.0,46229.3,2.0,47.0
2555,12.77,2.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,11001.8,2.0,0.0,1.0,15544.0,0.0,1.0,2.0,0.0,1.0,1.0,7.0,0.0,27823.9,5.0,33.0
2556,11.59,1.0,3.0,0.0,4.0,2.0,3.0,1.0,1.0,5223.0,0.0,0.0,2.0,6484.0,1.0,0.0,2.0,0.0,2.0,1.0,17.0,0.0,34687.8,1.0,29.0
2557,10.58,1.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,1967.9,0.0,0.0,0.0,6029.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,27031.9,4.0,10.0
2558,10.04,0.0,3.0,1.0,4.0,4.0,1.0,1.0,2.0,5347.0,0.0,1.0,1.0,14577.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,17718.1,2.0,44.0
2559,11.53,3.0,0.0,2.0,2.0,2.0,1.0,4.0,2.0,6956.4,2.0,1.0,1.0,17219.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,46612.3,2.0,23.0
2560,12.41,1.0,2.0,1.0,2.0,4.0,2.0,5.0,3.0,3367.6,0.0,0.0,0.0,17121.0,0.0,0.0,1.0,1.0,1.0,1.0,13.0,0.0,37546.8,1.0,30.0
2561,11.71,2.0,1.0,2.0,3.0,3.0,3.0,1.0,3.0,11951.3,0.0,0.0,1.0,8578.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,25320.9,0.0,39.0
2562,3.71,2.0,1.0,1.0,3.0,4.0,1.0,2.0,2.0,16566.1,0.0,1.0,0.0,7816.0,0.0,1.0,1.0,1.0,1.0,1.0,10.0,0.0,8546.6,4.0,33.0
2563,7.51529598236084,1.0,1.0,1.0,2.0,2.0,1.0,0.0,4.0,10431.2,0.0,1.0,2.0,16095.0,1.0,1.0,0.0,0.0,2.0,1.0,22.0,0.0,117381.7,2.0,47.0
